,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,title,zipcode,tel
300,부산광역시 기장군 장안읍 장안로 49-10,,6,A02,A0203,A02030200,596604,14,20080728140849,http://tong.visitkorea.or.kr/cms/resource/13/1982313_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1982313_image3_1.jpg,129.2531169133,35.3447663824,4.0,20181226095357,20248,3,금수동,46032,
301,부산광역시 금정구 중앙대로1826번길 10-4,(구서동),6,A02,A0206,A02060700,130383,14,20071106015505,http://tong.visitkorea.or.kr/cms/resource/17/1982317_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1982317_image3_1.jpg,129.0932029798,35.2472993377,6.0,20180202105029,20829,2,금정문화원,46250,
302,서울특별시 금천구 가산로5길 43,(가산동),1,A02,A0206,A02060900,1105923,14,20101011112558,http://tong.visitkorea.or.kr/cms/resource/51/1865751_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1865751_image3_1.jpg,126.8921037384,37.4734829558,6.0,20181029164741,23743,8,금천구립가산도서관,08521,
303,서울특별시 금천구 시흥대로73길 70,(시흥동),1,A02,A0206,A02060900,1116132,14,20101025100416,http://tong.visitkorea.or.kr/cms/resource/57/1865757_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/57/1865757_image3_1.jpg,126.8956816515,37.4570654814,6.0,20181029162429,26557,8,금천구립금나래도서관,08611,
304,서울특별시 금천구 독산로54길 114,(독산동),1,A02,A0206,A02060900,1105911,14,20101011111037,http://tong.visitkorea.or.kr/cms/resource/04/1865704_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/1865704_image3_1.jpg,126.9080691173,37.4675589284,6.0,20181029162025,25635,8,금천구립독산도서관,08560,
305,서울특별시 금천구 시흥대로38길 61,(시흥동),1,A02,A0206,A02060700,130377,14,20071106015455,http://tong.visitkorea.or.kr/cms/resource/02/1865302_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1865302_image3_1.jpg,126.9044367094,37.4463779899,6.0,20180124143238,21493,8,금천문화원,08650,
306,서울특별시 금천구 범안로15길 57,(독산동),1,A02,A0206,A02060300,1105926,14,20101011113234,http://tong.visitkorea.or.kr/cms/resource/64/1865764_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/1865764_image3_1.jpg,126.8919372184,37.4688140505,6.0,20181227095406,25496,8,금천예술공장,08583,
307,서울특별시 종로구 삼청로 18,(사간동),1,A02,A0206,A02060500,130302,14,20071106015108,http://tong.visitkorea.or.kr/cms/resource/78/696678_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/696678_image3_1.jpg,126.9798928074,37.5774613349,6.0,20180607144304,16964,23,금호미술관,03062,
308,서울특별시 종로구 새문안로 76,(신문로1가),1,A02,A0206,A02060600,130346,14,20071106015326,http://tong.visitkorea.or.kr/cms/resource/08/572308_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/572308_image3_1.jpg,126.9731603040,37.5698065483,6.0,20180607143811,26930,23,금호아트홀,03185,
309,광주광역시 남구 중앙로 15,(월산동),5,A02,A0206,A02060900,130807,14,20060419000000,http://tong.visitkorea.or.kr/cms/resource/17/1587517_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1587517_image3_1.jpg,126.9005647433,35.1450970088,6.0,20180604172532,27435,2,금호평생교육관,61633,
310,강원도 태백시 장성1길 102-5,(장성동),32,A02,A0206,A02060500,2612291,14,20190722114027,http://tong.visitkorea.or.kr/cms/resource/87/2612287_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/87/2612287_image2_1.bmp,129.0049269219,37.0990904053,6.0,20190722114027,0,14,기억을 모으는 미술관 ART-TEA,26052,
311,부산광역시 기장군 기장읍 청강로74번길 35-6,,6,A02,A0206,A02060700,130380,14,20071106015500,http://tong.visitkorea.or.kr/cms/resource/30/1895730_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/30/1895730_image3_1.jpg,129.2217032374,35.2353502842,6.0,20180123163124,16489,3,기장문화원,46080,
312,충청남도 당진시 송악읍 안틀모시길 11,,34,A02,A0206,A02061100,129705,14,20071106012622,http://tong.visitkorea.or.kr/cms/resource/21/183921_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/183921_image3_1.jpg,126.6947486805,36.8962157548,6.0,20180122164835,17948,4,기지시 줄다리기 보존회,31737,
313,경기도 광명시 오리로 268,(소하동),31,A02,A0206,A02060700,2537146,14,20180221092223,http://tong.visitkorea.or.kr/cms/resource/41/2537141_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/41/2537141_image2_1.jpg,126.8814838006,37.4264993323,6.0,20191018153904,873,4,기형도문학관,14330,
314,서울특별시 마포구 신촌로10길 7,(동교동),1,A02,A0206,A02060600,1019327,14,20100511182632,http://tong.visitkorea.or.kr/cms/resource/72/1021672_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1021672_image3_1.jpg,126.9320199899,37.5563518192,6.0,20180312111447,26016,13,긱 라이브하우스,04057,
315,경기도 고양시 덕양구 내유길 265,(내유동),31,A02,A0206,A02060500,130569,14,20050523000000,http://tong.visitkorea.or.kr/cms/resource/85/720385_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/720385_image3_1.jpg,126.8660878293,37.7274251779,6.0,20180911134912,17905,2,김내현화랑,10264,
316,경상남도 창원시 진해구 소사로59번길 13,(소사동),36,A02,A0206,A02060200,1282558,14,20110518161500,http://tong.visitkorea.or.kr/cms/resource/52/1273352_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/52/1273352_image3_1.jpg,128.7766337944,35.1287651382,6.0,20180821160557,33153,16,김달진 문학관,51597,
317,서울특별시 종로구 홍지문1길 4,(홍지동),1,A02,A0206,A02060100,2553377,14,20180711140152,http://tong.visitkorea.or.kr/cms/resource/71/2553371_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2553371_image2_1.jpg,126.9566054009,37.6000527346,6.0,20191014174628,313,23,김달진미술자료박물관,03015,
318,전라남도 목포시 삼학로92번길 68,(산정동),38,A02,A0206,A02060200,1994953,14,20150408140624,http://tong.visitkorea.or.kr/cms/resource/82/1994882_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/1994882_image2_1.jpg,126.3922741039,34.7828349612,6.0,20191112173252,6451,8,김대중 노벨평화상기념관,58751,
319,서울특별시 마포구 신촌로4길 5-26,(동교동),1,A02,A0206,A02060900,699241,14,20090225112805,http://tong.visitkorea.or.kr/cms/resource/17/1807817_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/1807817_image3_1.jpg,126.9295757507,37.5569933677,6.0,20190926182132,23753,13,김대중도서관,04056,
320,광주광역시 서구 상무누리로 30,(치평동),5,A02,A0206,A02060400,252654,14,20071031000000,http://tong.visitkorea.or.kr/cms/resource/11/1559711_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/11/1559711_image3_1.jpg,126.8405033459,35.1467624742,6.0,20191018154856,31078,5,김대중컨벤션센터,61958,
321,서울특별시 강남구 선릉로148길 48-1,(청담동),1,A02,A0206,A02060500,736915,14,20090520141350,http://tong.visitkorea.or.kr/cms/resource/83/2024983_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/83/2024983_image3_1.jpg,127.0436107739,37.5227799436,6.0,20190926171601,18972,1,김리아 갤러리,06064,
322,제주특별자치도 제주시 산지로 7,(건입동),39,A02,A0206,A02060200,2031663,14,20151001145033,,,126.5304360647,33.5158620098,6.0,20191111172812,4202,4,김만덕기념관,63278,
323,경상남도 창원시 진해구 소사로59번나길 4,(소사동),36,A02,A0206,A02060100,1319217,14,20110628174408,http://tong.visitkorea.or.kr/cms/resource/82/1272482_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/1272482_image3_1.jpg,128.7762671470,35.1292345230,6.0,20181224134758,46551,16,김씨 박물관,51597,
324,제주특별자치도 서귀포시 성산읍 삼달로 137,,39,A02,A0206,A02060500,130723,14,20060124000000,http://tong.visitkorea.or.kr/cms/resource/78/1619978_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/1619978_image3_1.jpg,126.8542890158,33.3723497334,6.0,20180319150432,45162,3,김영갑 갤러리(두모악),63635,
325,충청북도 충주시 신니면 신덕로 301,,33,A02,A0206,A02060200,1686651,14,20120806113931,,,127.6861340059,37.0034460895,6.0,20180604143759,3659,11,김재옥교사기념관,27455,
326,전라북도 김제시 서암5길 5,(서암동),37,A02,A0206,A02060700,129978,14,20071106013735,http://tong.visitkorea.or.kr/cms/resource/51/1976151_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/1976151_image3_1.jpg,126.8820051701,35.8046635768,6.0,20191030101025,15975,3,김제문화원,54386,
327,충청북도 제천시 봉양읍 배론성지길 36,,33,A02,A0206,A02060500,2610491,14,20190710161657,http://tong.visitkorea.or.kr/cms/resource/20/1999820_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/1999820_image3_1.jpg,128.1060362263,37.1584804208,6.0,20190710161657,0,7,김종명 나뭇잎 예술 갤러리,27110,
328,서울특별시 종로구 평창32길 30,(평창동),1,A02,A0206,A02060500,130623,14,20050629000000,http://tong.visitkorea.or.kr/cms/resource/48/2034248_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/2034248_image3_1.jpg,126.9774920157,37.6130682629,6.0,20181227111657,22798,23,김종영미술관,03004,
329,경상북도 김천시 대항면 직지사길 118,,35,A02,A0206,A02060100,578875,14,20080624111651,http://tong.visitkorea.or.kr/cms/resource/72/592072_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/592072_image3_1.jpg,128.0111963938,36.1168951689,6.0,20191008170627,35845,6,김천 세계도자기박물관,39565,
330,경상북도 김천시 운동장길 3,(삼락동),35,A02,A0206,A02060600,1755760,14,20121121163418,,,128.0886667077,36.1382524782,6.0,20191203162619,17851,6,김천문화예술회관,39524,
331,경상북도 김천시 김천로 200,(남산동),35,A02,A0206,A02060700,130031,14,20071106013917,http://tong.visitkorea.or.kr/cms/resource/63/2493463_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/63/2493463_image2_1.jpg,128.1221198344,36.1187441955,6.0,20180223145615,15484,6,김천문화원,39596,
332,경상남도 통영시 해평5길 142-16,(봉평동),36,A02,A0206,A02060300,1000981,14,20100419100806,http://tong.visitkorea.or.kr/cms/resource/22/2367622_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/22/2367622_image3_1.jpg,128.4161841816,34.8333722569,6.0,20180910150147,24723,17,김춘수 유품전시관,53072,
333,경기도 김포시 모담공원로 170,(운양동),31,A02,A0206,A02060300,2633971,14,20191107160730,http://tong.visitkorea.or.kr/cms/resource/68/2633968_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/68/2633968_image2_1.bmp,126.6958112268,37.6467926425,6.0,20191107160730,0,8,김포 아트빌리지,10077,
334,경기도 김포시 양촌읍 양곡2로30번길 46,,31,A02,A0206,A02060200,2405073,14,20160824153232,http://tong.visitkorea.or.kr/cms/resource/43/2405043_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/2405043_image2_1.jpg,126.6295559905,37.6533268175,6.0,20190222142226,1404,8,김포독립운동기념관,10062,
335,경기도 김포시 사우중로 26,(사우동),31,A02,A0206,A02060700,129875,14,20071106013354,http://tong.visitkorea.or.kr/cms/resource/71/1858971_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1858971_image3_1.jpg,126.7179933684,37.6170381667,6.0,20180205174232,16972,8,김포문화원,10110,
336,경기도 김포시 돌문로 26,(사우동),31,A02,A0206,A02060600,2638136,14,20191121172713,http://tong.visitkorea.or.kr/cms/resource/19/2638119_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/19/2638119_image2_1.bmp,126.7201431169,37.6189990881,6.0,20191122093220,0,8,김포아트홀,10110,
337,경기도 김포시 대곶면 대명항로 518,,31,A02,A0206,A02060300,2396871,14,20160805152312,http://tong.visitkorea.or.kr/cms/resource/58/2396858_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/58/2396858_image2_1.JPG,126.5637622016,37.6464820073,6.0,20191029174503,2300,8,김포인삼쌀맥주갤러리,10040,
338,경상남도 김해시 진례면 진례로 275-35,,36,A02,A0206,A02060100,2615069,14,20190813151033,,,128.7458748186,35.2515341377,6.0,20191206171726,0,4,김해 분청도자박물관,50874,
339,경상남도 김해시 분성로 225,(외동),36,A02,A0206,A02060700,129949,14,20071106013637,,,128.8705783615,35.2318053033,6.0,20180124103246,16993,4,김해문화원,50958,
340,경상남도 김해시 김해대로 2060,(내동),36,A02,A0206,A02060600,697787,14,20090223143801,http://tong.visitkorea.or.kr/cms/resource/39/1611239_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1611239_image3_1.jpg,128.8694225813,35.2437400540,6.0,20191001141722,23737,4,김해문화의전당,50943,
341,경상남도 김해시 분성로261번길 35,(봉황동),36,A02,A0206,A02060100,2406386,14,20160830110556,http://tong.visitkorea.or.kr/cms/resource/05/2405205_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2405205_image3_1.jpg,128.8764666573,35.2347106408,6.0,20191029171515,1277,4,김해민속박물관,50918,
342,경상남도 김해시 한림면 김해대로 1347,,36,A02,A0206,A02060100,2638500,14,20191125102656,http://tong.visitkorea.or.kr/cms/resource/15/2638915_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/15/2638915_image2_1.png,128.8242365392,35.2839458232,6.0,20191206164952,0,4,김해시 수도박물관,50851,055-330-6710
343,서울특별시 종로구 삼청로7길 19-9,(팔판동),1,A02,A0206,A02060500,130585,14,20050601000000,http://tong.visitkorea.or.kr/cms/resource/45/683445_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/45/683445_image3_1.jpg,126.9809592059,37.5834967640,6.0,20181224150820,17796,23,김현주 갤러리,03054,
344,충청남도 논산시 중앙로 146-23,,34,A02,A0206,A02060300,2633947,14,20191107134848,http://tong.visitkorea.or.kr/cms/resource/97/2638197_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/2638197_image2_1.jpg,127.1071251608,36.1827382381,6.0,20191127092835,0,3,김홍신 문학관,32991,
345,전라북도 무주군 무주읍 한풍루로 347,,37,A02,A0206,A02060200,2606139,14,20190612143327,http://tong.visitkorea.or.kr/cms/resource/94/2613194_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2613194_image3_1.jpg,127.6639219618,36.0046683688,6.0,20191223175843,0,5,김환태문학관&최북미술관,55515,
346,서울특별시 강북구 월계로 173,(번동),1,A02,A0206,A02060600,1255726,14,20110412163314,http://tong.visitkorea.or.kr/cms/resource/23/1895123_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1895123_image3_1.jpg,127.0408193479,37.6210601397,6.0,20180321152610,28318,3,꿈의숲 아트센터,01228,
347,서울특별시 광진구 능동로 76,(자양동),1,A02,A0206,A02060600,130699,14,20051222000000,http://tong.visitkorea.or.kr/cms/resource/71/1502971_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1502971_image3_1.jpg,127.0704301400,37.5374092825,6.0,20181228112351,19752,6,나루아트센터,05065,
348,전라남도 진도군 임회면 진도대로 3886,,38,A02,A0206,A02060500,589639,14,20080718110958,http://tong.visitkorea.or.kr/cms/resource/67/1971067_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/67/1971067_image3_1.jpg,126.2185100254,34.3827548713,6.0,20191008170249,22793,21,나절로미술관,58944,
349,전라남도 나주시 시청길 22,(송월동),38,A02,A0206,A02060700,129986,14,20071106013750,http://tong.visitkorea.or.kr/cms/resource/72/1971072_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1971072_image3_1.jpg,126.7108402824,35.0157973042,6.0,20180702160325,15776,6,나주문화원,58263,
350,전라남도 나주시 금천면 영산로 5838,,38,A02,A0206,A02060100,129781,14,20071106012951,http://tong.visitkorea.or.kr/cms/resource/42/2540342_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/42/2540342_image2_1.JPG,126.7668793215,35.0341295066,6.0,20181030113606,33468,6,나주배박물관,58215,
351,전라남도 나주시 시청길 22,(송월동),38,A02,A0206,A02060300,129809,14,20071106013123,http://tong.visitkorea.or.kr/cms/resource/72/1971072_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/72/1971072_image3_1.jpg,126.7108402824,35.0157973042,6.0,20181227105035,15247,6,나주시 향토문화회관,58263,
352,전라남도 나주시 죽림길 26,(죽림동),38,A02,A0206,A02060200,764191,14,20090709161914,http://tong.visitkorea.or.kr/cms/resource/89/1609389_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/89/1609389_image3_1.jpg,126.7262830566,35.0281489469,6.0,20190926161835,22957,6,나주학생독립운동기념관,58260,
353,경기도 성남시 분당구 대왕판교로645번길 36,NS홈쇼핑별관 1층 (삼평동),31,A02,A0206,A02060100,2492782,14,20170518092414,http://tong.visitkorea.or.kr/cms/resource/77/2492777_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/2492777_image2_1.jpg,127.1020644755,37.4003701991,6.0,20191023145531,2062,12,나폴레옹갤러리,13487,
354,서울특별시 종로구 삼일대로 461,(경운동),1,A02,A0206,A02060500,129900,14,20071106013450,http://tong.visitkorea.or.kr/cms/resource/75/683375_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/683375_image3_1.jpg,126.9851812525,37.5760949219,6.0,20181227104232,18591,23,나화랑,03147,
355,대구광역시 남구 앞산순환로 574-110,(대명동),4,A02,A0206,A02060200,130660,14,20051013000000,http://tong.visitkorea.or.kr/cms/resource/02/1017802_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/1017802_image3_1.jpg,128.5887866745,35.8271386024,6.0,20181029155738,28391,1,낙동강승전기념관,42502,
356,전라남도 곡성군 목사동면 공북길 11-19,,38,A02,A0206,A02060300,2616195,14,20190820173059,,,127.2639609458,35.1250971166,6.0,20190820173059,0,3,낙죽장도 전시관,57552,
357,충청북도 영동군 심천면 국악로 9,,33,A02,A0206,A02060100,130443,14,20071106015749,http://tong.visitkorea.or.kr/cms/resource/39/764639_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/764639_image3_1.jpg,127.7049321798,36.2101762428,6.0,20181231135730,36347,4,난계국악박물관,29106,
358,강원도 영월군 김삿갓면 김삿갓로 216-22,,32,A02,A0206,A02060200,130475,14,20071106015951,http://tong.visitkorea.or.kr/cms/resource/90/2026090_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/90/2026090_image3_1.jpg,128.6017051984,37.0794932741,6.0,20181101110924,37230,8,난고 김삿갓 문학관,26246,
359,전라남도 목포시 유달로 180,(죽교동),38,A02,A0206,A02060300,130329,14,20071106015240,http://tong.visitkorea.or.kr/cms/resource/84/1971084_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/1971084_image3_1.jpg,126.3763641906,34.7914837266,6.0,20180515153106,18747,8,난전시관,58726,
360,전라남도 목포시 남농로 119,(용해동),38,A02,A0206,A02060200,130066,14,20071106014043,http://tong.visitkorea.or.kr/cms/resource/34/1197034_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/34/1197034_image3_1.jpg,126.4196714410,34.7929287174,6.0,20180809163745,25038,8,남농기념관,58699,
361,광주광역시 북구 설죽로 477,(삼각동),5,A02,A0206,A02060100,231964,14,20070830000000,http://tong.visitkorea.or.kr/cms/resource/12/1195812_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/12/1195812_image3_1.jpg,126.8986968221,35.2017405787,6.0,20191031100447,28047,4,남도향토음식박물관·호남문화자료전시관,61057,
362,인천광역시 남동구 아암대로1437번길 32,(논현동),2,A02,A0206,A02060600,1752779,14,20121115135325,,,126.7247102734,37.3875121875,6.0,20191203171457,22323,4,남동소래아트홀,21684,
363,경상남도 진주시 진주대로 672,(가좌동),36,A02,A0206,A02060300,129807,14,20071106013118,http://tong.visitkorea.or.kr/cms/resource/84/1978684_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/1978684_image3_1.jpg,128.1066246796,35.1668126895,6.0,20181226142935,17749,13,남부산림자원연구소,52817,
364,강원도 춘천시 남산면 강촌로 311,,32,A02,A0206,A02060900,130729,14,20060213000000,http://tong.visitkorea.or.kr/cms/resource/09/1836909_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1836909_image3_1.jpg,127.6432928307,37.7931761426,6.0,20180221162012,19094,13,남산도서관(춘천),24465,
365,서울특별시 중구 소파로 138,(예장동),1,A02,A0206,A02060600,1022231,14,20100517111136,http://tong.visitkorea.or.kr/cms/resource/29/2031929_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/2031929_image3_1.jpg,126.9882259103,37.5587664351,6.0,20181231104742,22051,24,남산예술센터,04628,
366,경기도 가평군 북면 백둔로 322,,31,A02,A0206,A02060500,1060264,14,20100715134914,http://tong.visitkorea.or.kr/cms/resource/79/1091179_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/1091179_image3_1.jpg,127.4722273608,37.9044989120,6.0,20180315171249,34293,1,남송미술관,12406,
367,경기도 남양주시 진접읍 해밀예당1로 96,,31,A02,A0206,A02060300,2507011,14,20170911101759,http://tong.visitkorea.or.kr/cms/resource/00/2507000_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/00/2507000_image2_1.JPG,127.1934137914,37.7173239270,6.0,20191023142738,1862,9,남양주 어린이비전센터,12057,
368,경기도 남양주시 경춘로 883-36,(금곡동),31,A02,A0206,A02060700,129868,14,20071106013342,http://tong.visitkorea.or.kr/cms/resource/38/1785838_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1785838_image3_1.jpg,127.1983713186,37.6329838240,6.0,20181026100712,16177,9,남양주문화원,12235,
369,경기도 남양주시 와부읍 팔당로 121,,31,A02,A0206,A02060100,1936797,14,20140724170354,http://tong.visitkorea.or.kr/cms/resource/09/1591309_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/09/1591309_image3_1.jpg,127.2443696130,37.5463724962,6.0,20191115150139,6715,9,남양주시립박물관,12277,
370,전라북도 남원시 광한북로 57,(하정동),37,A02,A0206,A02060700,129975,14,20071106013730,http://tong.visitkorea.or.kr/cms/resource/43/1976143_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/1976143_image3_1.jpg,127.3793601704,35.4080643796,6.0,20180803135400,15830,4,남원문화원,55763,
371,전라북도 남원시 함파우길 65-14,(어현동),37,A02,A0206,A02060500,2559504,14,20180903103017,http://tong.visitkorea.or.kr/cms/resource/99/2559499_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/2559499_image2_1.jpg,127.3895706212,35.3986961712,6.0,20191212113001,998,4,남원시립김병종미술관,55796,
372,전라북도 남원시 양림길 14-9,(어현동),37,A02,A0206,A02060100,130506,14,20050121000000,http://tong.visitkorea.or.kr/cms/resource/20/919620_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/919620_image3_1.jpg,127.3871040927,35.4017874459,6.0,20181226142506,28059,4,남원향토박물관,55795,
373,전라남도 고흥군 영남면 팔영로 1081,,38,A02,A0206,A02060500,130913,14,20070619000000,http://tong.visitkorea.or.kr/cms/resource/80/2552180_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/80/2552180_image2_1.JPG,127.4572293239,34.6037034299,6.0,20180717171132,18480,2,남포미술관,59520,
374,경기도 광주시 회안대로 891,(송정동),31,A02,A0206,A02060600,1732075,14,20121012092751,,,127.2547054199,37.4267671134,6.0,20191205165114,36458,5,남한산성아트홀(광주시문화스포츠센터 공연장),12746,
375,경상남도 남해군 삼동면 독일로 89-7,(삼동면),36,A02,A0206,A02060300,1992063,14,20150317094847,http://tong.visitkorea.or.kr/cms/resource/93/1991393_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/1991393_image3_1.jpg,128.0384291090,34.7997832141,6.0,20191112173606,7453,5,남해 파독전시관,52448,
376,경상남도 남해군 이동면 남해대로 2412,,36,A02,A0206,A02060300,1267185,14,20110429112604,http://tong.visitkorea.or.kr/cms/resource/44/2367544_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/2367544_image3_1.jpg,127.9270383785,34.8176625931,6.0,20190722141541,29931,5,남해국제탈공연예술촌,52430,
377,경상남도 남해군 남해읍 선소로 12,,36,A02,A0206,A02060600,130480,14,20071106020006,http://tong.visitkorea.or.kr/cms/resource/44/1870744_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/44/1870744_image3_1.jpg,127.8996178422,34.8453201260,6.0,20190624095922,30078,5,남해문화센터,52413,
378,경상남도 남해군 남해읍 선소로 12,,36,A02,A0206,A02060700,130005,14,20071106013826,http://tong.visitkorea.or.kr/cms/resource/85/1294785_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/1294785_image3_1.jpg,127.8996178422,34.8453201260,6.0,20180221144033,17491,5,남해문화원,52413,
379,경상남도 남해군 남해읍 남해대로 2745,,36,A02,A0206,A02060200,1267091,14,20110429103035,http://tong.visitkorea.or.kr/cms/resource/35/2367535_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2367535_image3_1.jpg,127.8992182207,34.8319605048,6.0,20190722140807,29861,5,남해유배문학관,52427,
380,강원도 인제군 북면 황태길 245,,32,A02,A0206,A02060500,1835658,14,20130808103023,,,128.3621480618,38.2133102871,6.0,20191126165654,3742,10,내설악 백공미술관,24605,
381,전라북도 정읍시 내장산로 1207,(내장동),37,A02,A0206,A02060300,130234,14,20071106014806,http://tong.visitkorea.or.kr/cms/resource/29/1276429_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/29/1276429_image3_1.jpg,126.9074888076,35.4879027809,6.0,20180703171125,25945,13,내장산 탐방안내소,56199,
382,강원도 춘천시 남산면 남이섬길 1,,32,A02,A0206,A02060100,2557970,14,20180817113734,,,127.5261035858,37.7901159965,6.0,20191014142941,1152,13,노래박물관(남이섬),24464,
383,서울특별시 노원구 중계로 181,(중계동),1,A02,A0206,A02060600,1750763,14,20121112162031,http://tong.visitkorea.or.kr/cms/resource/49/2030349_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2030349_image3_1.jpg,127.0802482553,37.6502463461,6.0,20191203173953,18742,9,노원문화예술회관,01736,
384,서울특별시 노원구 동일로197길 24,(공릉동),1,A02,A0206,A02060700,130371,14,20071106015444,http://tong.visitkorea.or.kr/cms/resource/75/1865275_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/1865275_image3_1.jpg,127.0697942642,37.6288069831,6.0,20181030134633,16407,9,노원문화원,01851,
385,경기도 화성시 노작로 206,(석우동),31,A02,A0206,A02060300,1113463,14,20101019103634,http://tong.visitkorea.or.kr/cms/resource/92/1941692_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/1941692_image3_1.jpg,127.0758834310,37.2056145088,6.0,20180515134002,26329,31,노작홍사용문학관,18459,
386,서울특별시 종로구 인사동길 54,(관훈동),1,A02,A0206,A02060500,129906,14,20071106013502,http://tong.visitkorea.or.kr/cms/resource/78/683378_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/683378_image3_1.jpg,126.9840813880,37.5748478250,6.0,20181227093344,28237,23,노화랑,03146,
