,addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,mapx,mapy,mlevel,modifiedtime,readcount,sigungucode,title,zipcode,tel
1185,서울특별시 강남구 압구정로71길 10,(청담동),1,A02,A0206,A02060500,130306,14,20071106015122,http://tong.visitkorea.or.kr/cms/resource/39/1258239_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/1258239_image3_1.jpg,127.0458548839,37.5273933369,6,20181224155209,19224,1,유 아트 스페이스,06010,
1186,서울특별시 중구 통일로4길 30-1,(순화동),1,A02,A0206,A02060200,1605986,14,20120418121041,http://tong.visitkorea.or.kr/cms/resource/33/1569133_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/1569133_image3_1.jpg,126.9702718302,37.5644487857,6,20180820160529,27836,24,유관순기념관(서울),04516,
1187,충청남도 천안시 동남구 병천면 유관순길 38,,34,A02,A0206,A02060200,130495,14,20050119000000,http://tong.visitkorea.or.kr/cms/resource/80/2601480_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/80/2601480_image3_1.jpg,127.3083636955,36.7600839409,6,20190905113151,29809,12,유관순열사기념관,31256,
1188,경상북도 안동시 도산면 퇴계로 1997,,35,A02,A0206,A02060100,130673,14,20070927000000,http://tong.visitkorea.or.kr/cms/resource/93/567593_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/567593_image3_1.jpg,128.8110198612,36.7017627462,6,20180316170853,30286,11,유교문화박물관,36605,
1189,서울특별시 종로구 창의문로11가길 4,(부암동),1,A02,A0206,A02060100,2554142,14,20180718095120,http://tong.visitkorea.or.kr/cms/resource/40/2554140_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/40/2554140_image2_1.JPG,126.9626161436,37.5937258006,6,20191011171021,733,23,유금와당박물관,03022,
1190,서울특별시 광진구 천호대로 664,(능동),1,A02,A0206,A02060600,129730,14,20071106012719,http://tong.visitkorea.or.kr/cms/resource/14/720514_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/720514_image3_1.jpg,127.0876726551,37.5500692339,6,20180206111251,20520,6,유니버설아트센터,04991,
1191,경기도 부천시 소사로 482,(춘의동),31,A02,A0206,A02060100,130531,14,20041022000000,http://tong.visitkorea.or.kr/cms/resource/04/1589504_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/1589504_image3_1.jpg,126.7979448268,37.5029084162,6,20181228145343,21364,11,유럽자기박물관,14655,
1192,충청남도 태안군 소원면 천리포1길 120,,34,A02,A0206,A02060200,2606202,14,20190612153128,http://tong.visitkorea.or.kr/cms/resource/28/2609328_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/2609328_image2_1.jpg,126.1483398462,36.7926877415,6,20190716164218,0,14,유류피해 극복기념관,32121,
1193,경기도 안산시 단원구 부흥로 254,(대부남동),31,A02,A0206,A02060100,1850702,14,20131011104155,http://tong.visitkorea.or.kr/cms/resource/84/1796484_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/84/1796484_image3_1.jpg,126.6020260527,37.2202044358,6,20191115165254,16995,15,유리섬박물관,15650,
1194,대전광역시 유성구 문화원로 46,(궁동),3,A02,A0206,A02060700,130196,14,20071106014634,http://tong.visitkorea.or.kr/cms/resource/27/1944927_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1944927_image3_1.jpg,127.3408495019,36.3598220999,6,20180123172638,27586,4,유성문화원,34167,
1195,경기도 오산시 경기대로 742,(외삼미동),31,A02,A0206,A02060200,1825463,14,20130704165730,,,127.0490420054,37.1846136811,6,20191126170104,4785,22,유엔군 초전기념관,18112,
1196,부산광역시 남구 홍곡로320번길 106,(대연동),6,A02,A0206,A02060200,2558329,14,20180821102126,http://tong.visitkorea.or.kr/cms/resource/24/2558324_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/2558324_image2_1.JPG,129.0933063256,35.1250519219,6,20190814092835,957,4,유엔평화기념관,48532,
1197,서울특별시 종로구 율곡로10길 19,(권농동),1,A02,A0206,A02061100,596380,14,20080728130334,http://tong.visitkorea.or.kr/cms/resource/15/696915_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/15/696915_image3_1.jpg,126.9912695731,37.5765755308,6,20191008164744,19876,23,유즈패밀리,03134,
1198,서울특별시 노원구 화랑로 574,(공릉동),1,A02,A0206,A02060100,129824,14,20071106013204,http://tong.visitkorea.or.kr/cms/resource/08/2363208_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/2363208_image3_1.jpg,127.1033690283,37.6271744458,6,20180208171555,28248,9,육군사관학교 육군박물관.기념관,01805,
1199,충청남도 예산군 덕산면 덕산온천로 183-5,,34,A02,A0206,A02060200,2514045,14,20171103135440,http://tong.visitkorea.or.kr/cms/resource/13/1601713_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/1601713_image3_1.jpg,126.6513693512,36.6865252872,6,20191018164320,964,11,윤봉길의사기념관,32407,
1200,서울특별시 마포구 와우산로14길 12,(상수동),1,A02,A0206,A02060300,848148,14,20091029174113,http://tong.visitkorea.or.kr/cms/resource/33/810633_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/810633_image3_1.jpg,126.9237209208,37.5501746109,6,20190327110305,18472,13,윤스칼라,04067,
1201,인천광역시 미추홀구 수봉안길 78,(숭의동),2,A02,A0206,A02061100,130202,14,20071106014646,http://tong.visitkorea.or.kr/cms/resource/42/1895142_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/42/1895142_image3_1.jpg,126.6622472444,37.4615191552,6,20190312130749,22311,3,은율탈춤전수관,22166,
1202,서울특별시 은평구 녹번로 16,(녹번동),1,A02,A0206,A02060600,130257,14,20071106014914,http://tong.visitkorea.or.kr/cms/resource/04/1805604_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/04/1805604_image3_1.jpg,126.9279079153,37.6037073512,6,20180820133403,22754,22,은평문화예술회관,03381,
1203,서울특별시 은평구 녹번로 16,(녹번동) 은평문화예술회관 2층,1,A02,A0206,A02060700,130374,14,20071106015450,http://tong.visitkorea.or.kr/cms/resource/94/1805594_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/1805594_image3_1.jpg,126.9279079153,37.6037073512,6,20180202110859,17043,22,은평문화원,03381,
1204,부산광역시 사하구 낙동남로1233번길 25,(하단동),6,A02,A0206,A02060600,1748028,14,20121105164704,,,128.9447641030,35.1099925394,6,20191203174834,21891,10,을숙도문화회관,49300,
1205,충청북도 음성군 음성읍 설성공원길 10-7,,33,A02,A0206,A02060300,1059727,14,20100714133645,http://tong.visitkorea.or.kr/cms/resource/24/1081624_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1081624_image3_1.jpg,127.6915466746,36.9312822735,6,20181231104110,26482,6,음성 향토민속자료전시관,27703,
1206,충청북도 음성군 음성읍 예술로 102,,33,A02,A0206,A02060600,1729772,14,20121008110819,,,127.6805587668,36.9315098248,6,20191205174046,17857,6,음성문화예술회관,27692,
1207,충청북도 음성군 음성읍 수정로 36,,33,A02,A0206,A02060700,129954,14,20071106013648,http://tong.visitkorea.or.kr/cms/resource/03/1079903_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1079903_image3_1.jpg,127.6903355900,36.9341874724,6,20180803144506,24099,6,음성문화원,27703,
1208,서울특별시 은평구 가좌로7길 15,(응암동),1,A02,A0206,A02060900,2010617,14,20150617154529,http://tong.visitkorea.or.kr/cms/resource/09/2010609_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/09/2010609_image2_1.JPG,126.9196647240,37.5859620444,6,20191112171448,5490,22,응암정보도서관,03481,
1209,경상남도 의령군 의령읍 의병로24길 31-1,,36,A02,A0206,A02060700,130002,14,20071106013820,,,128.2645512676,35.3178318547,6,20180223145339,16086,12,의령문화원,52144,
1210,경상남도 의령군 궁류면 벽계로 16-32,,36,A02,A0206,A02060300,130167,14,20071106014510,,,128.2240739042,35.4350318111,6,20180911170038,35734,12,의령예술촌,52115,
1211,충청북도 제천시 의림대로47길 7,(모산동),33,A02,A0206,A02060100,2638587,14,20191125140717,,,128.2094875238,37.1761553169,6,20191202175052,0,7,의림지 역사박물관,27137,
1212,경상북도 의성군 의성읍 군청길 31,,35,A02,A0206,A02060100,2629039,14,20191022160951,http://tong.visitkorea.or.kr/cms/resource/09/2631309_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/09/2631309_image2_1.bmp,128.6971956149,36.3527615165,6,20191030130246,0,19,의성 조문국박물관,37337,
1213,경상북도 의성군 의성읍 안평의성로 1122-36,,35,A02,A0206,A02060700,130012,14,20071106013839,http://tong.visitkorea.or.kr/cms/resource/23/1980123_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/1980123_image3_1.jpg,128.6808413434,36.3585383302,6,20190404151916,14719,19,의성문화원,37333,
1214,경상북도 의성군 의성읍 충효로 88,,35,A02,A0206,A02060600,1779330,14,20130114140727,,,128.7028172734,36.3550752470,6,20191126175833,18608,19,의성문화체육회관,37331,
1215,경기도 의왕시 백운로 23,(오전동),31,A02,A0206,A02060700,130399,14,20071106015535,http://tong.visitkorea.or.kr/cms/resource/87/1858987_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/1858987_image3_1.jpg,126.9818656434,37.3521125293,6,20180710092443,15403,24,의왕문화원,16065,
1216,경기도 의왕시 왕송못동로 209,(월암동),31,A02,A0206,A02060300,1850672,14,20131011101523,,,126.9502807778,37.3108778568,6,20191115165432,4353,24,의왕조류생태과학관,16107,
1217,광주광역시 동구 증심사길 155,(운림동),5,A02,A0206,A02060500,130497,14,20040407000000,http://tong.visitkorea.or.kr/cms/resource/03/1802603_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1802603_image3_1.jpg,126.9674147855,35.1293610269,6,20191030130517,34397,3,의재미술관,61493,
1218,경기도 의정부시 산단로 123,(신곡동),31,A02,A0206,A02060700,129861,14,20071106013329,http://tong.visitkorea.or.kr/cms/resource/08/1053208_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/08/1053208_image3_1.jpg,127.0793678048,37.7464240278,6,20180123152447,17635,25,의정부문화원,11780,
1219,경기도 의정부시 의정로 1,(의정부동),31,A02,A0206,A02060600,130409,14,20071106015559,http://tong.visitkorea.or.kr/cms/resource/59/1053159_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/59/1053159_image3_1.jpg,127.0340500917,37.7334330545,6,20181029151802,18977,25,의정부예술의전당,11622,
1220,경기도 안성시 삼죽면 동아예대길 47,,31,A02,A0206,A02060100,130901,14,20070328000000,http://tong.visitkorea.or.kr/cms/resource/38/1593238_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/38/1593238_image3_1.jpg,127.3575620273,37.0599974995,6,20180221153131,23116,16,이경순 소리박물관,17516,
1221,서울특별시 종로구 이화장길 99,(동숭동),1,A02,A0206,A02060600,130307,14,20071106015124,http://tong.visitkorea.or.kr/cms/resource/27/696927_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/696927_image3_1.jpg,127.0042571904,37.5796615167,6,20180110164031,17358,23,이랑씨어터,03087,
1222,서울특별시 종로구 삼청로 20,(사간동),1,A02,A0206,A02060100,130151,14,20071106014429,,,126.9799483526,37.5776168732,6,20191022100839,23871,23,이리자 한복전시관,03062,
1223,서울특별시 종로구 북촌로 94,(가회동),1,A02,A0206,A02060500,129928,14,20071106013554,http://tong.visitkorea.or.kr/cms/resource/46/684046_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/684046_image3_1.jpg,126.9854254170,37.5851855362,6,20181226102633,21250,23,이목화랑,03051,
1224,부산광역시 동구 망양로486번길 14-13,(초량동),6,A02,A0206,A02060300,1942314,14,20140819154917,http://tong.visitkorea.or.kr/cms/resource/95/2365995_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/95/2365995_image3_1.jpg,129.0338450468,35.1171267121,6,20191112174428,6264,5,이바구공작소,48810,
1225,경상남도 하동군 북천면 이명골길 14-28,,36,A02,A0206,A02060300,2033055,14,20151008152716,http://tong.visitkorea.or.kr/cms/resource/21/2031521_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/21/2031521_image3_1.jpg,127.8942340197,35.0970501102,6,20191111172258,2654,18,이병주문학관,52318,
1226,경상남도 남해군 고현면 남해대로 3829,,36,A02,A0206,A02060300,2606761,14,20190617103135,http://tong.visitkorea.or.kr/cms/resource/46/2606746_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/46/2606746_image3_1.jpg,127.8570670355,34.9133673076,6,20190802143847,0,5,이순신 영상관,52404,
1227,서울특별시 서초구 서초대로74길 23,,1,A02,A0206,A02060800,130971,14,20070821000000,http://tong.visitkorea.or.kr/cms/resource/58/1837558_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/1837558_image3_1.jpg,127.0270908246,37.4956133569,6,20181227142526,17645,15,이스라엘문화원,06621,
1228,서울특별시 강남구 테헤란로26길 12,"리틀스타빌딩 2,3층 (역삼동)",1,A02,A0206,A02060800,231962,14,20070824000000,http://tong.visitkorea.or.kr/cms/resource/77/684077_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/77/684077_image3_1.jpg,127.0358454756,37.4994241830,6,20191008105206,17829,1,이스탄불문화원,06236,
1229,강원도 평창군 용평면 운두령로 500-11,,32,A02,A0206,A02060200,130976,14,20020419000000,http://tong.visitkorea.or.kr/cms/resource/71/1583671_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/1583671_image3_1.jpg,128.4644553578,37.6722028672,6,20180207095202,40284,15,이승복기념관,25312,
1230,경기도 용인시 기흥구 흥덕4로 63,(영덕동),31,A02,A0206,A02060500,130705,14,20060103000000,http://tong.visitkorea.or.kr/cms/resource/18/1785918_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/18/1785918_image3_1.jpg,127.0900801375,37.2773064648,6,20180109170805,16301,23,이영미술관,16949,
1231,대전광역시 서구 둔산대로 157,(만년동),3,A02,A0206,A02060500,590097,14,20080718140341,http://tong.visitkorea.or.kr/cms/resource/43/607943_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/607943_image3_1.jpg,127.3870118474,36.3668637804,6,20191008165753,35994,3,이응노 미술관,35204,
1232,경상남도 합천군 용주면 합천호수로 828-7,,36,A02,A0206,A02060200,1911778,14,20140408101507,,,128.0806501848,35.5469610477,6,20191115155815,2090,21,이주홍어린이문학관,50215,
1233,제주특별자치도 서귀포시 이중섭로 27-3,(서귀동),39,A02,A0206,A02060200,130494,14,20040330000000,http://tong.visitkorea.or.kr/cms/resource/58/2046558_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2046558_image3_1.jpg,126.5649280598,33.2458479557,6,20190311113426,33691,3,이중섭 미술관,63595,
1234,경기도 이천시 영창로163번길 19,(관고동),31,A02,A0206,A02060700,129708,14,20071106012628,http://tong.visitkorea.or.kr/cms/resource/27/1865827_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/27/1865827_image3_1.jpg,127.4405149026,37.2826427273,6,20180220170957,15421,26,이천문화원,17365,
1235,경기도 이천시 경충대로2709번길 185,(관고동),31,A02,A0206,A02060500,129762,14,20071106012855,http://tong.visitkorea.or.kr/cms/resource/98/920198_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/98/920198_image3_1.jpg,127.4240164670,37.2801593807,6,20180322174519,24529,26,이천시립월전미술관,17379,
1236,경기도 이천시 부악로 40,(중리동),31,A02,A0206,A02060600,1730519,14,20121009113541,,,127.4350156941,37.2723354856,6,20191205171444,18310,26,이천아트홀,17379,
1237,서울특별시 마포구 신촌로12나길 26,(노고산동),1,A02,A0206,A02060100,130961,14,20070809000000,http://tong.visitkorea.or.kr/cms/resource/07/720607_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/720607_image3_1.jpg,126.9338531935,37.5550242286,6,20180313133052,22646,13,이한열박물관,04057,
1238,서울특별시 서대문구 이화여대길 52,(대현동),1,A02,A0206,A02060100,130949,14,20070806000000,http://tong.visitkorea.or.kr/cms/resource/36/1545236_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/1545236_image3_1.jpg,126.9465962863,37.5617625629,6,20180308145122,28303,14,이화여대 자연사박물관,03760,
1239,서울특별시 서대문구 이화여대길 52,(대현동),1,A02,A0206,A02060100,129815,14,20071106013139,http://tong.visitkorea.or.kr/cms/resource/49/2390749_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/49/2390749_image2_1.JPG,126.9465962863,37.5617625629,6,20180323151527,22749,14,이화여자대학교박물관,03760,02-3277-3152
1240,서울특별시 서대문구 이화여대길 52,(대현동),1,A02,A0206,A02060300,1837034,14,20130812104453,,,126.9465962863,37.5617625629,6,20191126165527,4743,14,이화웰컴센터,03760,
1241,강원도 평창군 봉평면 효석문학길 73-25,,32,A02,A0206,A02060200,130415,14,20071106015617,http://tong.visitkorea.or.kr/cms/resource/35/2365235_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/35/2365235_image3_1.jpg,128.3700989896,37.6131856745,6,20191224132421,59247,15,이효석 문학관,25304,
1242,전라북도 익산시 평동로9길 66-3,(갈산동),37,A02,A0206,A02060600,130238,14,20071106014818,http://tong.visitkorea.or.kr/cms/resource/97/1976097_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/97/1976097_image3_1.jpg,126.9515399630,35.9375079718,6,20181224161300,17020,9,익산국악원,54601,
1243,전라북도 익산시 선화로 529,(어양동),37,A02,A0206,A02060700,130239,14,20071106014820,,,126.9882586217,35.9484962424,6,20180702144429,15724,9,익산문화원,54567,
1244,전라북도 익산시 선화1로 106,(마동),37,A02,A0206,A02060600,130163,14,20071106014501,,,126.9683050887,35.9392219546,6,20181029152640,32346,9,익산시솜리문화예술회관,54597,
1245,강원도 영월군 주천면 송학주천로 899-6,,32,A02,A0206,A02060100,1937324,14,20140728093001,http://tong.visitkorea.or.kr/cms/resource/31/1937331_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1937331_image2_1.jpg,128.2393330954,37.2357573432,6,20191113175054,5369,8,인도미술박물관,26206,
1246,서울특별시 종로구 창덕궁길 89,(원서동),1,A02,A0206,A02060500,130251,14,20071106014858,http://tong.visitkorea.or.kr/cms/resource/47/696947_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/47/696947_image3_1.jpg,126.9892029549,37.5815054762,6,20180313171427,29549,23,인사미술공간,03057,
1247,경상북도 영주시 풍기읍 죽령로 1378,,35,A02,A0206,A02060100,2406210,14,20160830092625,http://tong.visitkorea.or.kr/cms/resource/92/2405192_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/2405192_image3_1.jpg,128.4796884540,36.8859048546,6,20191029171821,983,14,인삼박물관,36020,
1248,강원도 인제군 인제읍 비봉로44번길 100,,32,A02,A0206,A02060600,1722458,14,20120920131852,,,128.1649151412,38.0606742802,6,20181226142743,19996,10,인제 하늘내린센터,24624,
1249,강원도 인제군 인제읍 비봉로44번길 100,하늘내린센터 4층,32,A02,A0206,A02060700,129888,14,20071106013421,,,128.1649151412,38.0606742802,6,20180730132150,16023,10,인제문화원,24624,
1250,강원도 인제군 인제읍 인제로156번길 50,,32,A02,A0206,A02060100,130513,14,20040604000000,http://tong.visitkorea.or.kr/cms/resource/24/1583424_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/24/1583424_image3_1.jpg,128.1717366755,38.0628824868,6,20190911100051,63759,10,인제산촌민속박물관,24633,
